humidity,temperature,spo2,bp,dosha
54.9,38.45,92.07,114.74,Pitta
69.12,36.74,92.24,154.46,Pitta
31.17,36.62,95.4,130.05,Kapha
41.04,37.97,92.67,94.01,Pitta
68.19,36.73,93.57,109.06,Pitta
69.66,36.45,95.08,146.37,Kapha
67.9,37.19,96.42,95.78,Kapha
30.93,38.49,99.79,145.88,Pitta
69.14,36.63,95.31,99.92,Kapha
62.17,36.05,96.69,154.36,Kapha
64.86,36.77,92.88,93.99,Pitta
65.02,36.18,92.61,143.63,Pitta
62.18,37.45,90.29,109.24,Pitta
62.38,37.82,97.25,98.0,Kapha
31.35,36.36,94.71,134.46,Vata
45.6,37.07,98.75,125.94,Kapha
50.25,38.29,97.55,158.0,Pitta
53.23,38.1,98.93,121.97,Kapha
56.52,37.14,90.28,157.98,Pitta
59.64,37.86,92.84,94.6,Pitta
69.51,37.95,96.22,133.12,Pitta
35.1,36.45,99.59,93.82,Vata
41.91,36.52,98.31,117.95,Kapha
43.85,37.16,98.79,145.63,Kapha
40.97,36.42,94.05,97.76,Kapha
58.45,37.35,98.25,120.53,Kapha
30.15,36.11,95.39,102.49,Vata
67.2,37.18,90.82,139.07,Pitta
55.05,36.95,91.97,111.46,Pitta
53.78,36.68,93.19,95.89,Pitta
62.68,36.03,92.28,118.04,Pitta
64.05,36.6,97.95,94.17,Kapha
44.79,38.34,90.37,127.14,Pitta
52.39,36.17,99.11,147.82,Kapha
62.03,36.15,97.59,115.32,Kapha
61.0,36.88,97.99,118.95,Kapha
58.36,37.45,99.66,108.08,Kapha
33.1,37.92,94.31,121.63,Kapha
38.64,38.2,92.86,107.17,Pitta
30.42,36.79,98.7,137.29,Kapha
66.11,36.17,94.79,126.3,Kapha
46.02,37.26,95.38,127.9,Kapha
45.27,37.97,93.99,147.07,Pitta
45.43,37.38,98.3,95.81,Kapha
62.79,36.11,92.37,155.46,Pitta
38.46,37.78,94.93,138.06,Pitta
38.17,36.73,93.99,103.02,Pitta
40.0,37.68,95.94,111.54,Kapha
62.32,37.51,97.39,136.22,Pitta
46.12,37.47,91.89,110.68,Pitta
32.97,37.87,96.29,124.32,Kapha
37.16,38.26,94.14,153.91,Pitta
32.25,36.87,90.15,117.78,Pitta
50.63,37.11,97.59,101.8,Kapha
50.12,37.42,98.26,138.0,Kapha
33.79,38.45,97.79,132.13,Pitta
61.62,38.37,99.94,107.11,Kapha
44.74,36.8,95.77,157.95,Kapha
42.8,37.6,99.48,104.67,Kapha
46.35,38.43,97.57,139.06,Pitta
48.55,36.74,97.58,130.84,Kapha
53.13,38.16,90.56,124.71,Pitta
55.37,37.38,99.95,130.15,Kapha
31.57,37.03,98.26,138.13,Kapha
32.41,38.16,99.8,120.91,Kapha
51.36,37.23,93.32,103.3,Pitta
52.23,36.03,92.98,95.64,Pitta
59.27,37.07,98.56,103.71,Kapha
38.57,36.18,93.93,119.98,Pitta
69.77,37.62,90.15,146.07,Pitta
30.29,37.36,92.41,102.2,Pitta
52.33,38.32,95.25,126.22,Kapha
34.31,37.23,93.89,144.76,Pitta
43.06,37.43,95.87,97.92,Kapha
35.53,36.01,95.31,113.13,Vata
43.82,38.36,97.47,114.04,Kapha
57.58,38.16,95.38,144.69,Pitta
39.27,37.91,90.9,107.09,Pitta
52.34,38.25,97.07,148.87,Pitta
60.59,36.49,92.34,93.86,Pitta
61.18,36.38,92.05,134.86,Pitta
60.17,37.54,97.72,118.74,Kapha
40.28,38.35,93.48,130.56,Pitta
30.11,36.06,94.32,117.21,Vata
54.67,36.91,95.62,101.14,Kapha
60.48,36.92,91.25,124.3,Pitta
40.31,36.96,98.89,136.62,Kapha
48.39,38.21,96.25,142.12,Pitta
60.71,38.48,92.45,136.45,Pitta
50.1,36.99,98.54,132.88,Kapha
69.26,37.71,97.26,118.65,Kapha
68.08,38.19,94.06,112.51,Kapha
60.88,37.19,95.59,91.04,Kapha
48.85,37.85,97.68,156.85,Pitta
63.16,37.46,95.35,149.1,Kapha
41.33,36.02,99.47,107.24,Kapha
68.46,36.54,93.43,140.44,Pitta
58.72,38.11,90.14,93.88,Pitta
54.5,38.04,97.59,106.86,Kapha
59.31,36.93,98.66,117.35,Kapha
33.83,37.62,97.51,117.37,Kapha
55.66,38.33,98.92,91.5,Kapha
30.87,38.28,94.13,126.63,Kapha
58.48,36.67,93.41,123.42,Pitta
38.78,38.47,94.03,114.74,Kapha
50.15,38.2,93.32,98.46,Pitta
30.58,38.46,92.45,113.51,Pitta
50.31,37.03,92.0,134.83,Pitta
47.23,36.39,96.56,150.75,Kapha
56.11,36.73,99.21,146.38,Kapha
66.75,36.36,97.44,119.58,Kapha
64.24,36.43,93.35,97.59,Pitta
61.96,37.16,96.75,140.55,Kapha
57.96,38.35,94.17,90.64,Kapha
35.55,37.35,98.97,90.18,Kapha
61.4,36.39,96.27,119.82,Kapha
44.08,37.01,97.51,149.78,Kapha
57.95,38.16,94.03,96.05,Kapha
48.85,38.13,93.31,114.39,Pitta
30.95,38.49,91.22,121.61,Pitta
65.29,37.8,93.38,110.18,Pitta
32.78,37.73,97.29,106.42,Kapha
44.7,36.04,97.02,146.2,Kapha
41.94,36.05,94.63,152.16,Kapha
30.17,36.06,90.64,140.08,Pitta
36.63,36.79,92.61,130.18,Pitta
52.29,38.3,99.84,153.92,Pitta
35.98,36.17,96.65,117.41,Vata
38.81,38.22,99.99,115.53,Kapha
60.41,36.8,97.65,130.26,Kapha
67.89,37.5,93.88,114.41,Pitta
46.89,36.27,94.75,157.46,Kapha
42.35,37.03,93.51,137.52,Pitta
42.53,37.23,94.5,145.53,Kapha
31.49,36.46,92.01,114.78,Pitta
67.77,36.12,93.35,119.78,Pitta
65.07,36.49,99.8,151.87,Kapha
51.33,37.35,90.76,92.83,Pitta
66.95,37.65,96.51,104.36,Kapha
57.66,36.9,96.1,153.47,Kapha
58.93,36.66,92.09,153.58,Pitta
51.91,36.08,96.64,105.41,Kapha
68.72,36.75,96.66,143.02,Kapha
55.74,36.48,90.31,110.16,Pitta
64.03,36.6,93.17,154.33,Pitta
57.37,37.99,99.48,113.45,Kapha
57.25,36.81,93.72,129.16,Pitta
65.72,37.71,91.79,116.21,Pitta
62.54,36.82,96.57,93.76,Kapha
63.38,36.84,93.91,106.56,Pitta
57.72,37.48,98.97,142.75,Kapha
66.91,37.08,90.58,104.07,Pitta
46.48,36.77,92.55,118.9,Pitta
35.35,36.39,95.26,105.08,Vata
55.43,37.78,96.81,108.02,Kapha
61.6,36.1,99.7,140.92,Kapha
66.72,36.94,91.48,134.19,Pitta
64.76,37.96,93.76,122.45,Pitta
65.0,37.98,93.02,123.36,Pitta
58.99,37.6,98.56,156.82,Pitta
62.73,38.19,92.56,95.44,Pitta
64.58,38.25,96.93,122.85,Kapha
45.99,36.77,92.26,116.71,Pitta
66.63,36.88,91.29,158.96,Pitta
51.73,37.24,94.44,154.24,Kapha
48.14,37.21,99.74,141.59,Kapha
59.39,37.94,95.01,158.3,Pitta
64.25,36.58,98.49,102.02,Kapha
38.25,38.38,90.85,130.88,Pitta
40.57,38.12,96.72,156.82,Pitta
45.56,36.81,98.98,130.97,Kapha
51.76,38.07,91.47,101.17,Pitta
33.5,36.21,91.18,148.19,Pitta
34.12,36.62,97.25,134.57,Kapha
60.57,38.08,95.77,109.43,Kapha
66.31,38.28,90.25,127.07,Pitta
32.26,37.41,95.0,101.13,Kapha
45.74,37.48,93.53,132.95,Pitta
62.05,37.64,98.05,127.48,Kapha
55.78,36.48,98.48,102.62,Kapha
56.65,38.5,97.54,121.33,Kapha
40.34,37.32,98.78,157.77,Kapha
51.04,37.73,94.94,156.21,Pitta
36.64,37.36,90.71,143.0,Pitta
47.41,37.34,91.38,118.89,Pitta
48.35,38.01,99.58,144.18,Pitta
58.19,38.13,90.43,118.45,Pitta
50.02,38.41,95.63,106.32,Kapha
32.25,37.09,98.8,124.15,Kapha
41.83,38.04,93.84,124.75,Pitta
68.14,38.35,90.75,156.2,Pitta
34.31,38.03,90.59,132.58,Pitta
38.1,36.99,99.76,142.32,Kapha
37.44,36.79,97.11,131.73,Kapha
59.13,38.07,92.84,142.98,Pitta
39.59,38.14,96.21,126.59,Kapha
65.87,37.56,92.48,140.9,Pitta
55.11,38.48,93.58,150.05,Pitta
56.11,36.42,94.72,94.83,Kapha
61.71,36.71,91.75,156.68,Pitta
40.17,36.23,98.51,141.51,Kapha
50.36,37.64,93.59,90.6,Pitta
63.99,36.83,99.26,121.85,Kapha
64.45,37.25,92.82,116.4,Pitta
39.84,37.72,90.5,140.32,Pitta
50.0,37.93,91.53,103.98,Pitta
37.22,37.9,98.99,109.14,Kapha
66.33,38.01,96.38,137.72,Pitta
47.83,37.69,91.26,126.72,Pitta
48.0,38.3,99.93,111.2,Kapha
47.55,37.55,96.59,146.3,Pitta
69.78,37.9,93.39,144.22,Pitta
55.18,37.83,94.32,98.07,Kapha
63.39,38.32,98.42,101.47,Kapha
69.25,38.06,91.95,117.29,Pitta
31.2,36.56,97.52,97.1,Kapha
65.3,37.72,91.73,159.08,Pitta
53.2,38.32,90.87,153.9,Pitta
58.0,37.02,90.62,92.79,Pitta
61.09,37.62,92.73,157.82,Pitta
42.36,36.7,90.57,110.36,Pitta
49.79,37.71,92.13,97.65,Pitta
63.19,37.61,99.68,119.43,Kapha
64.65,37.8,94.28,132.63,Pitta
57.36,38.11,93.92,96.97,Pitta
38.99,37.19,99.34,104.26,Kapha
49.47,36.95,94.64,120.27,Kapha
49.51,37.35,96.4,141.26,Kapha
56.83,37.35,90.92,95.62,Pitta
40.15,38.39,99.48,90.13,Kapha
59.39,37.16,92.41,98.3,Pitta
46.94,37.32,92.54,159.21,Pitta
68.82,36.35,94.08,136.74,Kapha
68.84,38.49,99.61,103.94,Kapha
43.53,36.28,96.43,106.13,Kapha
38.28,38.26,95.78,136.84,Pitta
55.03,36.3,99.7,121.37,Kapha
38.01,36.8,92.74,156.78,Pitta
69.24,38.06,90.65,130.76,Pitta
31.8,37.28,99.12,127.14,Kapha
43.45,37.17,94.23,100.88,Kapha
68.62,37.72,95.12,123.51,Kapha
55.33,37.31,95.74,98.72,Kapha
39.41,36.14,97.88,123.19,Vata
68.32,37.63,94.1,151.66,Pitta
44.2,37.21,95.64,112.21,Kapha
31.95,37.31,90.52,144.1,Pitta
46.84,38.49,94.95,146.13,Pitta
55.89,36.43,96.84,115.74,Kapha
41.48,38.19,96.98,154.86,Pitta
39.55,36.72,93.45,92.36,Pitta
53.33,36.16,98.04,118.26,Kapha
45.41,36.39,99.74,135.12,Kapha
69.2,38.22,98.19,112.19,Kapha
49.8,36.71,99.55,154.82,Kapha
65.81,36.5,98.26,111.77,Kapha
54.26,37.59,93.33,94.64,Pitta
49.27,36.48,92.66,90.21,Pitta
36.46,37.2,97.94,110.53,Kapha
45.22,36.67,98.27,130.53,Kapha
56.77,36.04,90.34,141.79,Pitta
38.66,37.18,91.47,143.1,Pitta
31.02,37.43,98.35,145.23,Kapha
44.21,36.3,92.9,158.37,Pitta
67.63,36.24,93.9,120.38,Pitta
59.13,37.96,93.3,142.14,Pitta
40.49,36.24,99.85,133.5,Kapha
43.46,36.56,91.61,94.59,Pitta
37.07,36.09,93.35,131.51,Pitta
50.71,37.2,94.99,130.23,Kapha
63.49,37.58,97.94,126.42,Kapha
64.9,37.08,92.24,149.88,Pitta
32.46,38.31,90.87,121.12,Pitta
64.94,38.2,92.38,135.54,Pitta
45.39,37.51,91.84,124.61,Pitta
69.9,36.35,93.52,99.85,Pitta
43.94,37.72,99.5,120.59,Kapha
51.75,36.38,92.19,98.07,Pitta
38.7,37.62,90.55,140.58,Pitta
50.82,36.96,97.7,116.3,Kapha
43.05,36.41,92.54,105.1,Pitta
54.61,36.75,90.48,134.35,Pitta
49.96,37.34,92.29,129.89,Pitta
56.94,36.72,98.59,136.07,Kapha
66.55,36.71,93.03,120.11,Pitta
59.44,36.0,94.67,91.3,Kapha
34.4,37.52,98.07,99.46,Kapha
45.46,36.22,98.55,119.55,Kapha
56.86,38.26,92.55,113.01,Pitta
57.37,36.31,99.98,152.38,Kapha
35.63,36.16,90.2,102.93,Pitta
32.3,36.13,92.06,150.44,Pitta
58.04,36.51,91.26,156.03,Pitta
68.35,37.11,91.42,136.05,Pitta
42.7,36.58,96.79,158.3,Kapha
53.59,37.75,94.3,106.33,Kapha
48.67,36.03,93.5,138.53,Pitta
69.53,37.1,97.17,95.15,Kapha
35.22,36.65,93.06,154.44,Pitta
44.77,36.71,97.07,97.03,Kapha
35.48,38.35,90.08,138.33,Pitta
36.56,36.91,90.84,93.43,Pitta
39.03,37.8,91.32,138.72,Pitta
38.1,38.01,97.83,104.57,Kapha
45.56,37.23,90.3,128.43,Pitta
37.83,36.7,92.74,127.85,Pitta
49.29,37.73,92.06,139.47,Pitta
44.94,37.39,92.45,149.25,Pitta
66.89,36.85,95.69,110.4,Kapha
41.1,37.91,91.56,140.04,Pitta
37.35,37.67,93.58,148.26,Pitta
36.24,36.06,95.62,139.82,Vata
30.72,37.17,97.9,159.72,Kapha
37.58,38.24,90.89,104.28,Pitta
37.65,38.48,94.1,133.77,Pitta
48.39,37.26,98.56,103.35,Kapha
63.58,36.3,90.59,93.79,Pitta
32.29,38.04,94.15,103.55,Kapha
43.63,37.39,98.86,90.19,Kapha
49.17,37.39,92.75,157.8,Pitta
54.29,36.81,99.57,129.93,Kapha
43.56,36.88,91.4,90.21,Pitta
53.78,38.42,92.71,137.12,Pitta
68.4,38.31,98.74,128.63,Kapha
67.63,36.31,96.53,117.1,Kapha
37.32,38.46,91.13,156.36,Pitta
47.89,37.0,91.5,121.82,Pitta
38.87,38.14,92.79,100.97,Pitta
54.41,38.46,98.45,157.06,Pitta
50.1,38.08,92.66,144.2,Pitta
64.91,36.87,96.32,133.79,Kapha
42.33,37.15,99.87,100.63,Kapha
31.26,36.61,94.87,118.13,Kapha
31.22,36.31,96.93,145.28,Vata
41.42,37.78,92.86,151.69,Pitta
37.96,38.27,92.69,141.28,Pitta
64.76,36.88,93.91,143.13,Pitta
47.28,37.49,94.19,128.18,Kapha
48.72,37.28,99.14,117.44,Kapha
44.85,38.09,98.62,143.82,Pitta
31.55,37.51,97.82,120.0,Kapha
61.07,36.25,98.02,103.59,Kapha
64.04,37.22,90.16,139.36,Pitta
40.32,36.97,96.78,116.27,Kapha
33.11,37.53,96.65,131.68,Pitta
38.05,37.76,96.94,157.14,Pitta
34.63,36.12,94.78,109.53,Vata
36.09,37.44,96.9,126.93,Kapha
68.04,37.12,93.79,137.53,Pitta
54.2,36.85,99.3,154.15,Kapha
33.78,37.49,98.13,153.47,Kapha
32.13,36.34,95.17,110.96,Vata
39.82,37.61,99.04,100.09,Kapha
54.33,37.15,96.86,125.07,Kapha
59.0,37.72,91.9,92.85,Pitta
56.92,38.45,90.67,110.67,Pitta
35.93,36.41,98.24,116.98,Vata
65.88,38.02,93.07,131.9,Pitta
50.82,37.3,94.97,105.34,Kapha
57.69,38.14,93.05,145.99,Pitta
64.41,36.06,99.61,95.9,Kapha
52.28,37.98,97.12,139.94,Pitta
39.73,36.35,92.7,126.22,Pitta
48.36,38.38,92.56,153.9,Pitta
41.57,36.48,91.31,121.5,Pitta
63.07,37.93,98.17,113.06,Kapha
43.72,36.42,99.79,113.35,Kapha
31.37,36.12,99.55,118.5,Vata
68.42,36.96,90.54,108.07,Pitta
39.45,38.11,97.2,96.63,Kapha
50.2,38.28,98.07,93.01,Kapha
45.83,38.19,91.97,146.12,Pitta
59.71,37.68,95.5,121.11,Kapha
62.34,36.33,90.6,123.68,Pitta
46.26,36.04,97.01,109.61,Kapha
42.26,36.47,91.67,97.66,Pitta
62.73,37.09,93.56,148.21,Pitta
41.04,36.51,93.13,95.56,Pitta
49.29,36.66,90.37,119.43,Pitta
43.72,36.98,99.97,105.12,Kapha
32.37,37.53,91.07,140.39,Pitta
53.5,37.67,90.59,150.97,Pitta
56.23,37.26,96.48,136.03,Kapha
48.67,37.97,98.92,111.4,Kapha
47.69,37.63,91.52,92.05,Pitta
37.25,37.66,91.74,113.58,Pitta
38.37,37.58,97.18,159.58,Pitta
41.47,38.41,93.17,130.91,Pitta
30.13,37.78,99.14,98.15,Kapha
31.15,36.14,98.33,113.84,Vata
57.08,38.35,99.28,94.08,Kapha
32.64,37.34,93.64,114.35,Pitta
51.7,37.05,96.9,137.23,Kapha
45.82,37.83,95.85,157.66,Pitta
49.34,37.34,98.78,124.57,Kapha
67.54,37.34,97.92,141.2,Kapha
35.82,36.3,96.22,132.93,Vata
32.21,36.28,96.71,93.42,Vata
69.45,36.04,96.25,114.39,Kapha
49.56,37.58,96.3,151.12,Pitta
41.79,37.03,94.26,98.35,Kapha
53.07,36.02,96.37,153.13,Kapha
35.31,36.39,91.48,159.6,Pitta
64.89,37.53,96.76,107.19,Kapha
45.99,36.84,95.83,144.55,Kapha
64.35,37.25,91.47,152.67,Pitta
58.49,37.1,98.08,90.85,Kapha
67.28,36.3,95.11,126.04,Kapha
49.34,37.28,97.36,124.17,Kapha
57.36,37.72,93.91,111.57,Pitta
63.96,37.65,95.95,110.81,Kapha
68.34,38.12,92.95,155.84,Pitta
36.05,37.38,96.61,158.02,Kapha
45.8,36.38,98.92,103.24,Kapha
30.99,37.48,95.86,142.61,Kapha
64.08,36.66,98.22,142.39,Kapha
62.6,37.66,90.88,152.71,Pitta
48.29,38.43,99.18,126.25,Kapha
49.21,37.32,98.23,114.23,Kapha
34.32,37.2,93.29,118.52,Pitta
31.23,37.57,97.18,111.46,Kapha
59.18,38.31,99.12,119.57,Kapha
59.07,38.36,97.3,133.22,Pitta
41.94,36.04,92.86,138.5,Pitta
63.84,36.15,96.44,130.44,Kapha
62.0,36.89,97.58,109.6,Kapha
32.82,36.15,93.93,104.46,Pitta
36.54,37.96,99.12,102.51,Kapha
46.64,37.66,99.69,124.52,Kapha
55.53,36.88,95.51,159.51,Kapha
45.42,37.14,93.22,115.81,Pitta
58.71,37.37,95.56,114.92,Kapha
69.59,36.23,93.19,153.98,Pitta
55.57,38.45,95.18,133.22,Pitta
59.04,38.18,98.26,107.85,Kapha
55.03,36.64,95.12,131.81,Kapha
60.77,37.54,93.71,110.27,Pitta
55.98,36.22,95.93,125.27,Kapha
52.8,36.7,99.96,115.72,Kapha
40.49,36.71,92.29,107.02,Pitta
49.52,38.47,90.25,95.79,Pitta
35.84,38.27,90.01,115.69,Pitta
66.46,37.83,91.25,140.07,Pitta
46.04,36.68,91.32,151.39,Pitta
51.91,37.27,94.65,138.69,Kapha
39.17,36.82,92.95,111.5,Pitta
44.92,37.77,99.02,133.81,Pitta
37.76,36.9,95.83,136.35,Kapha
60.07,37.84,92.1,131.75,Pitta
42.84,36.39,96.72,134.26,Kapha
57.25,37.86,92.05,109.57,Pitta
56.95,37.9,92.89,113.8,Pitta
32.52,37.0,91.58,132.86,Pitta
37.83,37.45,90.02,118.65,Pitta
50.93,37.25,95.67,92.19,Kapha
55.83,36.49,94.55,131.65,Kapha
67.44,36.71,90.71,111.91,Pitta
51.14,36.14,90.35,159.64,Pitta
34.45,37.25,93.01,124.96,Pitta
46.06,36.54,94.2,99.7,Kapha
47.12,36.1,94.32,123.55,Kapha
47.43,38.11,97.81,91.23,Kapha
34.22,36.08,97.76,121.04,Vata
68.83,38.27,99.74,103.96,Kapha
36.66,37.85,98.93,143.47,Pitta
36.91,37.26,98.08,106.09,Kapha
44.75,36.3,91.36,136.57,Pitta
65.17,36.91,95.13,154.27,Kapha
62.47,37.89,98.67,90.8,Kapha
50.99,37.31,90.36,147.19,Pitta
42.96,38.4,97.01,95.3,Kapha
36.89,37.71,95.09,122.51,Kapha
43.13,37.05,96.82,104.31,Kapha
42.86,36.92,94.07,150.34,Kapha
40.07,38.25,91.6,104.76,Pitta
37.8,38.21,94.58,98.23,Kapha
45.93,37.6,93.79,130.24,Pitta
32.9,37.28,94.54,117.03,Kapha
40.36,36.96,93.2,114.25,Pitta
47.02,38.48,97.89,96.86,Kapha
36.88,36.66,96.08,116.4,Kapha
36.81,38.35,99.35,150.96,Pitta
40.1,36.08,99.55,130.29,Kapha
45.41,37.01,97.85,113.41,Kapha
61.19,38.17,91.78,126.14,Pitta
31.98,37.07,93.7,132.85,Pitta
67.0,36.2,99.9,91.88,Kapha
38.03,36.55,99.35,141.91,Kapha
35.49,36.85,99.88,102.98,Kapha
60.97,36.79,90.18,91.7,Pitta
57.59,37.99,98.57,136.52,Pitta
44.64,37.87,97.11,112.24,Kapha
60.64,38.18,92.3,132.45,Pitta
36.95,38.48,91.64,155.9,Pitta
54.09,36.13,90.19,111.05,Pitta
39.12,37.32,98.9,133.07,Kapha
69.77,37.23,93.84,119.96,Pitta
53.54,36.63,99.33,155.2,Kapha
39.86,38.04,96.76,156.71,Pitta
42.58,36.61,97.12,98.91,Kapha
51.02,37.59,96.4,119.09,Kapha
31.73,36.13,93.13,126.6,Pitta
39.61,36.06,93.31,117.55,Pitta
61.7,36.08,90.55,128.15,Pitta
47.8,36.48,99.5,145.75,Kapha
33.2,36.46,90.94,142.47,Pitta
51.46,37.1,97.9,154.91,Kapha
56.75,36.07,97.69,120.18,Kapha
65.79,38.33,98.9,154.08,Pitta
66.21,38.13,98.78,149.17,Pitta
34.78,37.11,92.8,154.21,Pitta
61.87,36.71,96.82,115.39,Kapha
33.63,36.34,93.05,110.89,Pitta
50.7,37.4,92.36,109.43,Pitta
49.39,37.14,93.78,140.3,Pitta
35.69,38.1,99.38,108.14,Kapha
61.69,38.31,99.64,94.85,Kapha
41.12,37.44,96.71,98.42,Kapha
36.13,37.52,96.16,120.49,Kapha
63.78,37.17,92.52,144.67,Pitta
30.87,36.22,97.96,105.99,Vata
40.15,37.34,98.12,125.15,Kapha
56.01,36.24,96.86,104.86,Kapha
54.09,37.28,93.21,146.34,Pitta
39.01,37.71,98.2,158.54,Pitta
67.4,37.35,94.01,116.85,Kapha
68.04,36.19,93.76,111.93,Pitta
64.47,36.41,92.6,146.95,Pitta
50.99,37.06,96.27,139.5,Kapha
54.26,36.29,91.91,114.21,Pitta
65.77,36.19,92.53,133.63,Pitta
38.15,36.87,97.44,158.75,Kapha
31.32,37.46,91.04,99.76,Pitta
65.0,37.54,91.61,122.97,Pitta
38.13,36.16,99.97,95.21,Vata
53.04,37.21,92.31,121.01,Pitta
51.91,36.1,90.79,120.48,Pitta
69.03,36.98,98.5,124.37,Kapha
57.82,37.32,92.69,125.85,Pitta
65.7,36.76,93.38,126.63,Pitta
67.59,36.69,96.4,157.69,Kapha
52.21,36.21,94.32,94.2,Kapha
65.32,38.05,90.61,154.43,Pitta
62.72,37.69,97.3,129.29,Kapha
39.07,36.39,90.49,120.63,Pitta
42.02,37.34,95.83,139.9,Kapha
35.81,37.18,99.11,128.38,Kapha
40.05,36.18,91.83,128.63,Pitta
57.14,38.03,97.65,106.54,Kapha
54.89,38.41,92.48,124.03,Pitta
60.28,38.01,96.9,108.6,Kapha
33.06,36.85,96.67,113.48,Kapha
54.85,38.37,91.11,110.59,Pitta
64.99,37.69,93.23,135.03,Pitta
52.09,36.15,98.64,118.99,Kapha
56.72,36.79,92.89,126.74,Pitta
58.55,36.12,96.81,159.01,Kapha
44.62,36.75,93.57,137.38,Pitta
44.93,36.59,90.2,108.06,Pitta
36.8,37.82,96.99,152.52,Pitta
68.83,36.92,92.45,97.86,Pitta
33.28,36.54,92.7,124.83,Pitta
68.22,37.1,99.33,119.62,Kapha
40.39,36.57,90.48,136.32,Pitta
61.78,36.55,94.01,123.14,Kapha
51.24,37.8,92.99,142.31,Pitta
55.38,36.46,92.82,120.97,Pitta
58.47,38.02,98.17,92.08,Kapha
44.0,37.36,93.42,119.51,Pitta
42.68,36.2,95.87,158.79,Kapha
52.91,36.62,92.98,123.79,Pitta
55.25,36.8,96.53,92.34,Kapha
32.77,37.24,90.41,132.81,Pitta
65.2,37.25,91.1,94.09,Pitta
51.93,36.6,96.16,123.64,Kapha
38.82,37.3,90.07,126.11,Pitta
32.26,36.5,97.17,127.58,Kapha
63.85,38.06,97.21,130.86,Pitta
42.28,36.23,97.95,115.98,Kapha
32.03,36.28,95.08,122.04,Vata
50.91,36.85,97.6,153.85,Kapha
46.02,36.07,96.84,109.49,Kapha
57.02,36.52,98.14,127.04,Kapha
38.42,38.39,93.51,126.66,Pitta
67.51,36.72,98.2,102.47,Kapha
53.05,36.35,95.87,110.48,Kapha
47.93,37.91,97.97,132.75,Pitta
42.33,38.47,96.84,155.78,Pitta
30.58,36.32,97.4,107.17,Vata
44.46,37.32,91.77,138.02,Pitta
45.44,37.36,93.37,147.06,Pitta
47.13,38.18,94.03,127.29,Kapha
32.66,37.18,91.65,132.5,Pitta
64.09,36.13,97.51,129.67,Kapha
58.9,36.61,91.0,128.38,Pitta
61.05,37.64,90.82,156.82,Pitta
62.48,37.6,96.04,115.73,Kapha
32.91,36.64,99.6,149.47,Kapha
41.88,36.23,93.62,91.58,Pitta
66.92,36.58,93.21,118.27,Pitta
60.74,36.33,94.93,130.47,Kapha
35.39,37.82,91.13,122.5,Pitta
56.2,36.29,96.71,121.03,Kapha
56.61,37.95,93.92,131.55,Pitta
45.77,36.63,91.99,143.25,Pitta
49.36,36.39,93.69,106.74,Pitta
36.25,38.33,93.16,137.31,Pitta
36.97,36.98,95.02,104.15,Kapha
49.21,37.31,90.67,130.72,Pitta
62.55,37.4,99.32,99.8,Kapha
44.15,37.54,95.16,90.2,Kapha
59.37,37.43,97.58,144.28,Kapha
43.86,37.3,93.73,124.45,Pitta
55.28,36.66,90.74,95.76,Pitta
31.88,37.41,92.39,137.9,Pitta
50.19,36.59,92.27,94.8,Pitta
37.52,36.95,99.58,114.63,Kapha
52.85,37.87,94.79,115.87,Kapha
37.38,36.6,96.13,155.73,Kapha
65.27,38.15,94.02,120.71,Kapha
64.8,37.09,90.8,148.18,Pitta
54.02,38.32,93.13,156.83,Pitta
34.58,36.74,97.22,113.89,Kapha
37.37,36.35,90.49,127.71,Pitta
46.23,36.64,95.4,156.07,Kapha
40.22,36.79,91.33,102.53,Pitta
30.04,37.31,92.24,111.1,Pitta
40.58,36.72,93.01,115.75,Pitta
39.09,37.85,91.6,123.45,Pitta
63.89,37.2,97.45,155.95,Kapha
47.43,36.94,96.86,146.18,Kapha
43.52,36.24,94.61,154.64,Kapha
46.96,37.89,90.54,127.47,Pitta
34.28,36.55,90.53,93.19,Pitta
53.91,37.3,92.23,99.68,Pitta
57.83,37.47,95.75,106.02,Kapha
66.78,36.86,96.88,105.83,Kapha
67.99,37.46,93.58,159.22,Pitta
49.49,38.02,99.68,147.43,Pitta
35.99,37.41,94.15,122.51,Kapha
43.72,38.27,97.18,145.25,Pitta
69.23,37.74,97.58,95.05,Kapha
61.29,37.95,95.35,90.14,Kapha
61.63,37.43,97.66,118.56,Kapha
52.09,37.34,92.3,133.53,Pitta
56.96,36.76,96.99,114.17,Kapha
68.49,36.81,94.28,138.63,Kapha
45.65,38.38,95.55,127.7,Kapha
53.08,36.74,94.23,113.32,Kapha
66.75,36.83,96.6,152.82,Kapha
67.6,37.38,96.41,111.61,Kapha
33.1,36.72,98.06,111.99,Kapha
35.33,38.16,91.84,97.31,Pitta
40.78,38.33,91.46,140.41,Pitta
42.57,37.48,93.14,156.85,Pitta
40.29,37.36,91.61,94.07,Pitta
57.66,36.1,92.6,157.56,Pitta
65.33,37.36,92.51,102.87,Pitta
63.83,36.23,99.97,120.26,Kapha
66.43,37.87,90.14,125.7,Pitta
46.28,37.76,94.08,94.3,Kapha
34.25,37.12,99.97,125.02,Kapha
45.96,38.12,99.16,131.3,Pitta
30.29,37.54,96.54,150.54,Pitta
43.47,36.2,97.76,159.19,Kapha
34.56,38.21,90.78,140.68,Pitta
